"SNo","Title","URL","Selling Price","MRP","Margin","Margin %"
"760","Parle Bakesmith Marie Biscuit 250 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Health-%26-Marie/PARLE-MARIE/p/000000000000023879","27.27","30.0","2.73","9.1"
"761","Sunfeast Trinity Choco Cake 28 g (Rs.10 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Bakery/Cakes%2C-Muffins-%26-Brownies/SUNFEAST/p/000000000000043147","9.09","10.0","0.91","9.1"
"762","Parle 20-20 Biscuits Cashew Cookies, 90 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cookies/PARLE-20-20/p/000000000000012823","9.09","10.0","0.91","9.1"
"763","Anik Ghee 1 L","https://www.bestprice.in/bestprice/Oil%2C-Sugar-%26-Masalas/Oil-%26-Ghee/Desi-Ghee/ANIK/p/000000000000027476","490.77","520.0","29.23","5.62"
"764","STAYFREE SECURE DRY XL 20'S","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/STAYFREE/p/000000000000041987","102.68","115.0","12.32","10.71"
"765","Agarwal 420 Papad Moong Sada, 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/AGARWAL-420/p/000000000000011544","39.31","53.0","13.69","25.83"
"766","Parle Rusk 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Bakery/Rusk-%26-Khari/PARLE/p/000000000000022784","27.27","30.0","2.73","9.1"
"767","Sunfeast Swiss Roll Choco Cake 29 g (Rs.10 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Bakery/Cakes%2C-Muffins-%26-Brownies/SUNFEAST/p/000000000000043146","9.09","10.0","0.91","9.1"
"768","Sunfeast Mom's Magic Cookies Rich Butter, 75 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cookies/SUNFEAST/p/000000000000016244","9.09","10.0","0.91","9.1"
"769","Colgate Visible White Toothpaste 100 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/COLGATE-VISIBLE-WHITE/p/000000000000013994","95.65","110.0","14.35","13.05"
"770","Sensodyne Sensitive Toothbrush 2 N","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/SENSODYNE/p/000000000000014001","81.48","110.0","28.52","25.93"
"771","Alpenliebe Juzt Jelly Fruity Bears, 72.8 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/ALPENLIEBE-JUZTJELLY/p/000000000000016851","26.25","30.0","3.75","12.5"
"772","Jo Lime Glycerine Soap 4 N (100 g Each)","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Bar-Soap/JO/p/000000000000010298","90.91","100.0","9.09","9.09"
"773","Tide Detergent Powder Regular, 95 g","https://www.bestprice.in/bestprice/Home-care/Laundry/Detergent-Powder/TIDE/p/000000000000014141","9.26","10.0","0.74","7.4"
"774","Kinder Joy Gift T2 2 N (20 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Festive-%26-Gifting/KINDER-JOY/p/000000000000041373","82.0","90.0","8.0","8.89"
"775","Cadbury Celebration Assorted Chocolates Gift Pack 62.2 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Festive-%26-Gifting/CADBURY-CELEBRATION/p/000000000000011109","45.45","50.0","4.55","9.1"
"776","Joy Skin Fruits Cream 50 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Skin-Creams/JOY-SKIN-FRUITS/p/000000000000012304","46.4","58.0","11.6","20.0"
"777","Philips 9 Watt LED Light 3 N","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/LED-Light/PHILIPS/p/000000000000020529","194.0","750.0","556.0","74.13"
"778","Lotte Choco Pie 12 N (Rs. 10 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/LOTTE/p/000000000000011498","125.0","140.0","15.0","10.71"
"779","Bikano Tasty Peanuts 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/BIKANO/p/000000000000021519","46.75","55.0","8.25","15.0"
"780","Agarwal 420 Papad Chana, 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/AGARWAL-420/p/000000000000011542","47.7","53.0","5.3","10.0"
"781","Agarwal 420 Papad Punjabi Masala, 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/AGARWAL-420/p/000000000000011540","96.51","112.0","15.49","13.83"
"782","Eveready 9 Watt LED Bulb 1 N","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/LED-Light/EVEREADY/p/000000000000018988","62.0","150.0","88.0","58.67"
"783","Meswak Toothpaste 200 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/MESWAK/p/000000000000010370","90.91","100.0","9.09","9.09"
"784","Himalaya Purifying Neem Face Wash 150 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/HIMALAYA/p/000000000000015665","154.55","170.0","15.45","9.09"
"785","Sunfeast Bounce Elaichi Biscuits 12 N (Rs. 5 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/SUNFEAST/p/000000000000011172","54.0","60.0","6.0","10.0"
"786","Great Value 17.77 cm Moong Papad 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/GREAT-VALUE/p/000000000000004584","63.0","70.0","7.0","10.0"
"787","Amul Fresh Cream Tetra Pack, 250 g","https://www.bestprice.in/bestprice/Dairy%2C-Fresh-%26-Frozen/Dairy/Milk-Cream/AMUL/p/000000000000021225","58.23","63.0","4.77","7.57"
"788","Britannia Suji Rusk 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Bakery/Rusk-%26-Khari/BRITANNIA/p/000000000000012745","59.09","65.0","5.91","9.09"
"789","Joy Skin Fruits Cream 200 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Skin-Creams/JOY-SKIN-FRUITS/p/000000000000013728","127.05","165.0","37.95","23.0"
"790","Parle Magix Biscuits Chocolate ,12 N (Rs. 5  Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/PARLE-MAGIX/p/000000000000017512","54.55","60.0","5.45","9.08"
"791","Figaro Pure Olive Oil Tin, 200 ml","https://www.bestprice.in/bestprice/Oil%2C-Sugar-%26-Masalas/Oil-%26-Ghee/Olive-%26-Canola-Oil/FIGARO/p/000000000000028251","250.75","295.0","44.25","15.0"
"792","Fogg Blck Series Woody Deo 120 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/FOGG/p/000000000000017410","125.0","230.0","105.0","45.65"
"793","Great Value Toilet Cleaner 2 N (500 ml Each)","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Toilet-Cleaners/GREAT-VALUE/p/000000000000004400","72.0","120.0","48.0","40.0"
"794","Himalaya Complete Care Toothpaste 150 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/HIMALAYA/p/000000000000015443","77.27","85.0","7.73","9.09"
"795","Agarwal 420 Papad Chana, 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/AGARWAL-420/p/000000000000011539","78.64","102.0","23.36","22.9"
"796","Great Value Urad Papad 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/GREAT-VALUE/p/000000000000004619","50.4","56.0","5.6","10.0"
"797","Great Value Glass Cleaner 500 ml","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Glass-%26-Household-Cleaners/GREAT-VALUE/p/000000000000003185","65.6","82.0","16.4","20.0"
"798","Great Value Rose Floor Cleaner 2 N (1 L Each)","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Floor-Cleaners-%26-Phenyls/GREAT-VALUE/p/000000000000004665","75.0","140.0","65.0","46.43"
"799","Cinthol Cool Soap 3 N (100 g Each)","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Bar-Soap/CINTHOL/p/000000000000010591","101.85","110.0","8.15","7.41"
"800","Fogg Body Spray Men Fresh Woody, 120 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/FOGG/p/000000000000017409","125.0","230.0","105.0","45.65"
"801","Parle Milano Choco Biscuit 75 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/PARLE-MILANO/p/000000000000021818","31.82","35.0","3.18","9.09"
"802","Clean & Clear Foaming Face Wash 150 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/Women%27s-Face-Wash/CLEAN-%26-CLEAR/p/000000000000013556","160.71","180.0","19.29","10.72"
"803","BoroPlus Neem, Green Tea & Aloe Vera Antiseptic + Moisturising Hand Wash 250 ml","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Hand-Wash/BOROPLUS/p/000000000000040507","36.0","85.0","49.0","57.65"
"804","Bikano Papad Combo Pack, 200 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Papad-%26-Fryums/BIKANO/p/000000000000024254","143.1","159.0","15.9","10.0"
"805","Syska 9 Watt LED Bulb 3 N","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/LED-Light/SYSKA/p/000000000000022060","225.96","1077.0","851.04","79.02"
"806","Kit Kat 1 Finger Chocolate 48 N ( Rs.5 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/KITKAT/p/000000000000016720","272.73","300.0","27.27","9.09"
"807","Parle Melody Chocolaty Jar 617 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/PARLE-MELODY/p/000000000000041011","130.43","150.0","19.57","13.05"
"808","Alpenliebe Creamfills Butter Chocolate 40 N","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/ALPENLIEBE/p/000000000000039501","44.6","50.0","5.4","10.8"
"809","White Westinghouse 7 kg CSW7000 Semi Automatic Washing Machine 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/Washing-Machine/Semi-Automatic/WHITE-WESTINGHOUSE/p/000000000000043269","7490.0","8999.0","1509.0","16.77"
"810","Philips 9 W Emergency Led Bulb 1 N","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/LED-Light/PHILIPS/p/000000000000039735","416.0","549.0","133.0","24.23"
"811","Fogg Body Spray Men Fresh Oriental, 120 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/FOGG/p/000000000000017408","125.0","230.0","105.0","45.65"
"812","Cadbury Dairy Milk Crispello Chocolate 40 N (13 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY/p/000000000000040035","357.14","400.0","42.86","10.72"
"813","Pigeon Favourite Cooker Capacity 3 L, Inner Lid, 1 N","https://www.bestprice.in/bestprice/Cookware-%26-Serving-Utensils/PIGEON/p/000000000000015148","755.0","875.0","120.0","13.71"
"814","Mainstays 950 ml, 1.5 L & 2.6 L Stainless Steel Utility Bowl Set 3 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Kitchen-%26-Tableware/Gift-Packs/MAINSTAYS/p/000000000000004321","149.0","349.0","200.0","57.31"
"815","Roohafza Sharbat 750 ml","https://www.bestprice.in/bestprice/Beverages/Juices-%26-Fruit-Drinks/Syrups-%26-Squash/ROOHAFZA/p/000000000000013795","125.0","150.0","25.0","16.67"
"816","Lloyd 1.5T GLS18B32MX/MXW1 Split Air Conditioner 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/Air-Conditioners-%28AC%29/Split-AC/LLOYD/p/000000000000032058","27490.0","52990.0","25500.0","48.12"
"817","LG UN73 43 (109.22cm) 4K Smart UHD TV 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/TV/Smart-TV/LG/p/000000000000042127","54990.0","54990.0","0.0","0.0"
"818","Nestle Munch Chocolate Bar 1 N (Rs. 10 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/NESTLE/p/000000000000013788","287.0","320.0","33.0","10.31"
"819","Kit Kat 3 Finger Chocolate 24 N (Rs. 20 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/KITKAT/p/000000000000014768","509.09","560.0","50.91","9.09"
"820","AXE Denim Talcum Powder Denim Cologne, 100 g","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Talcs/Talcum-Powder/AXE/p/000000000000011007","70.91","78.0","7.09","9.09"
"821","Voltas 1 Ton Split Air Conditioner Model 123 DZX EZA, 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/Air-Conditioners-%28AC%29/Split-AC/VOLTAS/p/000000000000034662","44190.0","44190.0","0.0","0.0"
"822","Voltas 1.5T 183VMZJ3/MZJ2 Inverter Split Air Conditioner 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/Air-Conditioners-%28AC%29/Split-AC/VOLTAS/p/000000000000024184","34000.0","59390.0","25390.0","42.75"
"823","Voltas 1.5 Ton Split Air Conditioner Model 183 SZS/MZE/DZZ/IZI3, 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/Air-Conditioners-%28AC%29/Split-AC/VOLTAS/p/000000000000024221","52490.0","52490.0","0.0","0.0"
"824","SKI Lunch Box Combo Set 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Kitchen-%26-Tableware/Tiffin%2C-Bottles-%26-Sippers/SKI/p/000000000000020046","106.77","399.0","292.23","73.24"
"825","Dabur Almond Hair Oil 200 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Oil-%26-Serums/DABUR/p/000000000000013370","113.64","125.0","11.36","9.09"
"826","Dark Fantasy Expressions 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cream-Biscuits/SUNFEAST-DARK-FANTASY/p/000000000000046011","100.0","200.0","100.0","50.0"
"827","Kwality Choco Fills 250 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Breakfast-Cereals/Chocos-%26-Corn-Flakes/KWALITY/p/000000000000038666","152.1","169.0","16.9","10.0"
"828","Godrej No.1 Soap Lime & Aloe Vera 50 g","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Bar-Soap/GODREJ-NO-1/p/000000000000033540","9.09","10.0","0.91","9.1"
"829","Colgate Sensitive Toothbrush 6 N","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/COLGATE/p/000000000000010396","222.22","300.0","77.78","25.93"
"830","Fogg Extreme Deo Spray 120 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/FOGG/p/000000000000029989","125.0","230.0","105.0","45.65"
"831","Vaseline Intensive Care Body Lotion 400 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Body-Lotions/VASELINE/p/000000000000010832","305.0","335.0","30.0","8.96"
"832","Kwality Fruit Rings 375 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Breakfast-Cereals/Chocos-%26-Corn-Flakes/KWALITY/p/000000000000038664","152.1","169.0","16.9","10.0"
"833","Parle Melody Toffee 800 N ( Rs. 1 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/PARLE-MELODY/p/000000000000013038","695.65","800.0","104.35","13.04"
"834","Colgate Swarna Vedshakti Toothpaste 200 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/COLGATE/p/000000000000022529","86.36","95.0","8.64","9.09"
"835","VLCC Bleach Gold, 30 g","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Facial-Kits-%26-Bleaches/VLCC/p/000000000000014107","46.8","65.0","18.2","28.0"
"836","Soyer 4K Smart LED TV 1.4 m (55) Model 5506USHG, 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/TV/Smart-TV/SOYER/p/000000000000034522","33500.0","69990.0","36490.0","52.14"
"837","Pond's BB Cream White Beauty, 18 g","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Skin-Creams/PONDS/p/000000000000014678","102.0","129.0","27.0","20.93"
"838","Karachi Bakery Green Pista Biscuit 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cookies/KARACHI/p/000000000000033587","149.0","210.0","61.0","29.05"
"839","Syska HT200U BeardPro Trimmer Cordless","https://www.bestprice.in/bestprice/IT%2C-Stationery-%26-Office-Furniture/Computers-Accessories/Other-Computer-Accessories/SYSKA/p/000000000000043268","679.0","829.0","150.0","18.09"
"840","Vicks Vaporub 12 N (10 g Each)","https://www.bestprice.in/bestprice/Health-%26-OTC/Balms-%26-Sprays/VICKS/p/000000000000010690","380.0","456.0","76.0","16.67"
"841","Clinic Plus Thick Hair Shampoo 340 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/CLINIC-PLUS/p/000000000000010577","180.91","199.0","18.09","9.09"
"842","Himalaya Tan Removal Face Wash 100 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/Women%27s-Face-Wash/HIMALAYA/p/000000000000024870","127.27","140.0","12.73","9.09"
"843","Tops Green Chilli Sauce 1.15 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Sauces-%26-Ketchup/TOPS-SAUCE/p/000000000000017501","72.66","97.0","24.34","25.09"
"844","Boomer Strawberry Chewing Gum Big Jar, 230 N, 792 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Gums-%26-Mints/BOOMER/p/000000000000039138","185.0","230.0","45.0","19.57"
"845","L'Oreal Paris Total Repair Hair Shampoo 175 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/L%27OREAL/p/000000000000010962","120.54","135.0","14.46","10.71"
"846","Veeba Eggless Mayonnaise 875 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Jams%2C-Spreads-%26-Mayonnaise/VEEBA/p/000000000000042370","171.05","189.0","17.95","9.5"
"847","Syska T Bulb 10 Watt 1 N","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/LED-Light/SYSKA/p/000000000000037969","120.0","299.0","179.0","59.87"
"848","Dove Breakage Therapy Hair Conditioner 170 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/Conditioner/DOVE/p/000000000000013975","172.73","190.0","17.27","9.09"
"849","Himalaya Toothpaste Active Fresh Gel, 80 g","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Paste-%26-Powder/HIMALAYA/p/000000000000020915","45.45","50.0","4.55","9.1"
"850","BoroPlus Neem, Tulsi & Aloe Vera Antiseptic + Moisturising Soap 2 N + 1 N (125 g Each)","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Bar-Soap/BOROPLUS/p/000000000000040531","55.0","110.0","55.0","50.0"
"851","Kesh King Ayurvedic Anti Hairfall Medicinal Hair Oil 60 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Oil-%26-Serums/KESH-KING/p/000000000000017662","72.73","80.0","7.27","9.09"
"852","Great Value Pine Floor Cleaner 2 N (1 L Each)","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Floor-Cleaners-%26-Phenyls/GREAT-VALUE/p/000000000000004667","75.0","140.0","65.0","46.43"
"853","AXE Denim Talcum Powder Denim Cologne, 300 g","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Talcs/Talcum-Powder/AXE/p/000000000000011006","136.36","150.0","13.64","9.09"
"854","Bikano Namkeen N Savories Tasty, 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/BIKANO/p/000000000000022320","202.11","272.0","69.89","25.69"
"855","Pond's Magic Freshness Talcum Powder 400 g","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Talcs/Talcum-Powder/PONDS/p/000000000000010791","300.0","330.0","30.0","9.09"
